ORGAO;FORNECEDOR;CNPJ;OBJETO;VALOR;MODALIDADE;CONTRATO;DATA_ASSINATURA;VIGENCIA_DIAS;PROCESSO_ADM;LICITACAO;EVENTO;DATA_PUBLICACAO
COMPANHIA DE ENGENHARIA DE TRAFEGO;LANLINK SOLUÇÕES E COMERCIALIZAÇÃO EM INFORMÁTICA;19.877.285/0003-33;CONTRATAÇÃO DE SERVIÇOS DE COMPUTAÇÃO EM NUVEM DA PLATAFORMA AZURE PARA CONTINUIDADE DO SISTEMA DA ZONA AZUL DIGITAL ? ZAD;980.026,08;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;ADT 53/20-CTO 71/17;25/8/2020;4380;0769/17;020/17;EXTRATO DE ADITAMENTO;17/9/2020
DIREITOS HUMANOS E CIDADANIA;UNISERV TERCERIZAÇÃO E SERVIÇOS LTDA;03.641.257/0001-10;Contratação de empresa especializada na prestação de serviços de limpeza, asseio, conservação predial, das áreas internas e externas visando à obtenção de adequadas condições de salubridade e higiene com disponibilização de mão-de-obra e com fornecimento de materiais de limpeza, saneantes domissanitários, papel toalha e papel higiênico, sabonete líquido, reposição de saboneteiras, dispensers de papel, máquinas, utensílios e equipamentos incluindo-se o controle de pragas semestralmente a serem executados nas instalações da Secretaria Municipal de Direitos Humanos e Cidadania ? SMDHC ? Edifício São Joaquim.;980.016,36;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;029/SMDHC/2018;27/7/2020;360;6074.2018/0000085-5;019/SMDHC/2018;EXTRATO DE ADITAMENTO;15/8/2020
AUTARQUIA HOSPITALAR MUNICIPAL;L. L. SERVIÇOS MÉDICOS LTDA. - EPP;07.060.010/0001-61;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE PROCEDIMENTOS ENDOSCÓPICOS COMPLETOS PARA PACIENTES ADULTOS, CRIANÇAS E RECÉM-NASCIDOS, COM FORNECIMENTO DE MATERIAIS, MEDICAMENTOS, MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS PARA AS UNIDADES PERTENCENTES À AUTARQUIA.;979.160,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;122/2019 TA 001/2020;25/1/2020;;6110.2019/0001826-2;236/2019;EXTRATO DE ADITAMENTO;12/2/2020
SAÚDE;TCA FARMA COMÉRCIO LTDA.;73.679.623/0001-06;Registro de preços para o fornecimento de MEDICAMENTOS ESSENCIAIS XI.;973.425,60;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;403/2020-SMS.G;5/10/2020;365;6018.2020/0054313-0;326/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;29/10/2020
SECRETARIA MUNICIPAL DAS SUBPREFEITURAS;PILÃO ENGENHARIA E CONSTRUÇÕES LTDA;01.294.872/0001-72;REGISTRO DE PREÇOS PARA A PRESTAÇÃO DE SERVIÇOS PARA A READEQUAÇÃO E MANUTENÇÃO DOS PASSEIOS PÚBLICOS ? ?CALÇADAS?;972.811,76;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;143/SMSUB/COGEL/2020;23/10/2020;90;6012.2019/0002667-0;23/SMSUB/COGEL/2019;EXTRATO DE ADITAMENTO;29/10/2020
SECRETARIA MUNICIPAL DAS SUBPREFEITURAS;PILÃO ENGENHARIA E CONSTRUÇÕES LTDA;01.294.872/0001-72;REGISTRO DE PREÇOS PARA A PRESTAÇÃO DE SERVIÇOS PARA A READEQUAÇÃO E MANUTENÇÃO DOS PASSEIOS PÚBLICOS ? ?CALÇADAS?;972.811,76;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;6012.2019/0002667-0;7/10/2020;28;6012.2019/0002667-0;23/SMSUB/COGEL/2019;EXTRATO DE ADITAMENTO;14/10/2020
SECRETARIA MUNICIPAL DAS SUBPREFEITURAS;PILÃO ENGENHARIA E CONSTRUÇÕES LTDA;01.294.872/0001-72;REGISTRO DE PREÇOS PARA A PRESTAÇÃO DE SERVIÇOS PARA A READEQUAÇÃO E MANUTENÇÃO DOS PASSEIOS PÚBLICOS ? ?CALÇADAS?;972.811,76;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;143/SMSUB/COGEL/2020;10/7/2020;90;6012.2019/0002667-0;23/SMSUB/COGEL/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;21/7/2020
SUBPREFEITURA: GUAIANASES;CELEBRE AMBIENTAL EIRELI;12.616.824/0001-70;Contratação de empresa para a Prestação de Serviços de Coleta e Remoção do Resíduo (lixo) no Piscinão Guaianases, incluindo suas margens e proximidades em terra, pelo período de 06(seis) meses;972.449,46;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;TA nº 01/2020;5/6/2020;180;6038.2018/0000792-6;14/SUB-G/2018;EXTRATO DE ADITAMENTO;19/6/2020
AUTARQUIA HOSPITALAR MUNICIPAL;CENTURION SEGURANÇA E VIGILÂNCIA LTDA.;67.668.194/0001-79;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA PATRIMONIAL DESARMADA COM RONDA ELETRÔNICA E FORNECIMENTO DE EQUIPAMENTOS NA MODALIDADE DE COMODATO, NAS DEPENDÊNCIAS DAS UNIDADES HOSPITALARES E SEDE PERTENCENTES À AUTARQUIA HOSPITALAR MUNICIPAL.;970.420,04;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;071/2019;10/7/2020;360;6110.2017/0005461-3;264/2017;EXTRATO DE ADITAMENTO;1/8/2020
SAÚDE;PODIUM MOTOS E SERVICOS LTDA.;02.649.335/0001-60;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA GESTÃO E PRESTAÇÃO DE SERVIÇOS PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DE 47 MOTOCICLETAS YAMAHA LANDER-XTZ250 E 02 MOTOCICLETAS SUZUKI BURGMAN 650 ABS EXECUTIVE 2017/2018 DO SAMU 192, COM FORNECIMENTO PEÇAS E DE MÃO-DE-OBRA ESPECIALIZADA.;970.200,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;052/2019-SMS-1/CONTR;20/10/2020;360;6018.2017/0012686-0;046/2019-SMS.G;EXTRATO DE ADITAMENTO;29/10/2020
TRIBUNAL DE CONTAS;NAVA SOFTWARE LTDA.;05.969.344/0001-27;Processo: TC/007254/2020 - Objeto: Aquisição de Switches Core e Switches de Borda, com Serviços de Instalação, Implementação, Treinamento, Garantia e Suporte.;970.000,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;11/2020;26/8/2020;360;TC 007254/2020;112020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;27/8/2020
AUTARQUIA HOSPITALAR MUNICIPAL;EMPREITEC CONSTRUÇÕES ELÉTRICAS LTDA;33.534.793/0001-88;NGCONTRATAÇÃO DE SERVIÇOS DE CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE CABINES PRIMÁRIAS, SECUNDÁRIAS E GRUPO DE GERADORES (ENERGIA ELÉTRICA DE EMERGÊNCIA), COM FORNECIMENTO DE MATERIAIS, COMPONENTES, PARTES E PEÇAS PARA AS UNIDADES HOSPITALARES SUBORDINADA A ESTA AUTARQUIA HOSPITALAR MUNICIPALCL;969.960,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;002/2020;4/2/2020;;6110.2019/0001953-6;407/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;5/2/2020
SAÚDE;CIRÚRGICA FERNANDES COMÉRCIO DE MATERIAIS CIRÚRGIC;61.418.042/0001-31;Registro de preços para o fornecimento de AGULHA PARA ANESTESIA RAQUIDIANA.;969.283,44;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;510/2020-SMS.G;24/11/2020;30;6018.2019/0030610-1;216/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;4/12/2020
EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;GAMA SAÚDE LTDA;02.009.924/0001-84;CONTRATAÇÃO DE EMPRESA OPERADORA, ADMINISTRADORA E GERENCIADORA DE PLANO DE ASSITÊNCIA MÉDICA E HOSPITALAR NA MODALIDADE ?PLANO ADMINISTRADO;965.088,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;CO/TA-15.09/2020;23/9/2020;360;08.001/16;08.001/16;EXTRATO DE ADITAMENTO;23/10/2020
SUBPREFEITURA: PIRITUBA/JARAGUÁ;A.TONANNI Construções e Serviços Ltda.;50.583.954/0001-42;PRESTAÇÃO DE SERVIÇOS DE DESASSOREAMENTO MECANIZADO E DE LIMPEZA MANUAL DE RESERVATÓRIO DE AMORTECIMENTO DE CHEIAS (PISCINÕES) LOCALIZADO JUNTO À ESTRADA TURÍSTICA DO JARAGUÁ, Nº 218, ÁREA SOB A JURISDIÇÃO DA SUBPREFEITURA PIRITUBA / JARAGUÁ;960.529,09;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;16/SUB-PJ/2020;28/8/2020;360;6051.2019/0003991-0;013/sub-pj/2019;EXTRATO DE ADITAMENTO;5/9/2020
SAÚDE;PROFARMA SPECIALTY S.A.;81.887.838/0007-36;Registro de preços para o fornecimento de ANTI-HIPERTENSIVO, SURFACTANTES PULMONARES E ANTI-INFECCIOSOS.;960.498,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;051/2020-SMS.G;14/2/2020;360;6018.2019/0074502-4;023/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;22/2/2020
GOVERNO MUNICIPAL;ANA CAROLINA MARKUS MOURA - ME;11.908.965/0001-01;Contratação de empresa para prestação de serviços de Locação de veículos, sendo 06 (seis) veículos Executivos do tipo B (sem equipamentos específicos) sem motorista, com fornecimento de combustível e quilometragem livre, 09 veículos executivos do tipo B (com equipamentos específicos) sem motorista, com fornecimento de combustível e quilometragem livre e 6 (seis) veículos do tipo C ? veículo popular, incluindo motorista, com fornecimento de combustível e quilometragem livre, para atender o Gabinete do Prefeito, Secretaria do Governo Municipal e Secretário Especial de Comunicação (SECOM), por um período de 12 (doze) meses.;960.448,44;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;044/2017-SGM;16/10/2020;737665;6011.2017/0000815-0;14/2017-SGM;EXTRATO DE ADITAMENTO;17/10/2020
SAÚDE;LABORATÓRIOS B.BRAUN S/A;31.673.254/0009-51;Registro de preços para o fornecimento de REPOSITOR HIDROELETROLÍTICO, VITAMINA E ANTI-INFECCIOSOS.;953.678,40;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;539/2020-SMS.G;14/12/2020;365;6018.2020/0071032-0;412/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;31/12/2020
EDUCAÇÃO;ALIMENTOS DALLAS INDÚSTRIA E COMÉRCIO LTDA;03.938.789/0006-29;Registro de preços para aquisição de alimentos não perecíveis (ITEM A ? Macarrão de sêmola sem ovos curto, ITEM B ? Macarrão de sêmola sem ovos para sopa, ITEM C ? Macarrão integral sem ovos curto e ITEM D ? Macarrão de sêmola com vegetais sem ovo curto);951.900,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;79/SME/CODAE/2019;30/12/2019;360;6016.2018/0054979-6;02/SME/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;10/1/2020
FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA;PLENA TERCEIRIZAÇÃO DE SERVIÇOS EIRELI;71.655.120/0001-75;serviços de manutenção predial, abrangendo as manutenções preventivas, corretivas e assistência técnica das instalações elétricas, hidráulicas, de telefonia interna, do sistema de detecção, alarme e de combate a incêndio, de iluminação de emergência e de para-raios para as unidades e sede da Fundação Paulistana de Educação Tecnologia e Cultura.;949.975,56;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;01/FPETC/2020;17/2/2020;360;8110.2019/0000651-0;01/FPETC-ADM/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;18/2/2020
SÃO PAULO TURISMO;RECON PRODUTORA E EVENTOS EIRELI EPP;24.598.745/0001-62;Contratação de Empresa especializada em estruturas, sob o regime de empreitada por preço unitário, para prestação de serviços de montagem de coberturas em Tendas 4,0 m X 4,0 m com e sem piso, compreendendo também os respectivos serviços de transporte, instalação e desmontagem para atendimento parcelado a diversos eventos por um período de 12 (doze) meses, prorrogáveis por iguais ou menores períodos, conforme bases, especificações e condições do Edital e seus Anexos.;947.357,09;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;CCN/GCO 077/18;10/6/2020;360;472/17;028/18;EXTRATO DE ADITAMENTO;29/8/2020
ESPORTES E LAZER;PAINEIRAS LIMPEZA E SERVIÇOS GERAIS LTDA.;55.905.350/0001-99;SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL, ÁREAS INTERNAS E EXTERNAS, SERVIÇOS DE DESINSETIZAÇÃO, DEDETIZAÇÃO, DESRATIZAÇÃO E LIMPEZA DE CAIXAS D´ÁGUA E/OU RESERVATÓRIOS DE ÁGUA.;946.775,52;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;062/SEME/2020;17/9/2020;360;6019.2017/0000094-2;014/SEME/2018;EXTRATO DE ADITAMENTO;14/10/2020
SUBPREFEITURA: SÃO MIGUEL;OBRACON ENGENHARIA E LOCAÇÃO DE EQUIPAMENTOS LTDA;03.973.494/0001-89;Contratação de Empresa para Prestação de Serviços de Mão de Obra Especializada com Disponibilização de Equipamentos e Ferramental .Exclusive peças de Reposição para Manutenção Preventiva continuada dos Equipamentos Eletromecânicos no Reservatório de Retenção Jardim Romano, situado em São Miguel;946.752,72;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;10/SP-MP/2016;1/12/2020;360;6055.2016/0000160-9;007/SP.MP/2016;EXTRATO DE ADITAMENTO;19/12/2020
EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;L.P.M. TELEINFORMÁTICA LTDA;03.756.801/0001-70;REGISTRO DE PREÇOS para FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE INFRAESTRUTURA COM MANUTENÇÃO CORRETIVA, PREVENTIVA, INSTALAÇÕES, DESINSTALAÇÕES, REMANEJAMENTO E EXECUÇÃO DE PROJETOS EM REDE DE TELEFONIA, LÓGICA E ELÉTRICA, PARA A ADMINISTRAÇÃO DIRETA E INDIRETA DO MUNICÍPIO DE SÃO PAULO;945.378,96;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;CO-03.03/2020;3/3/2020;360;11.001/17;11.001/17;EXTRATO DE CONTRATO / NOTA DE EMPENHO;6/3/2020
SÃO PAULO TURISMO;AR Locadora e Eventos Ltda;04.328.899/0001-27;Contratação de Empresa especializada em estruturas, sob o regime de empreitada por preço unitário, para prestação de serviços de montagem de coberturas em Tendas 5,0 m X 5,0 m com piso, compreendendo também os respectivos serviços de transporte, instalação e desmontagem para atendimento parcelado a diversos eventos por um período de 12 (doze) meses, prorrogáveis por iguais ou menores períodos, conforme bases, especificações e condições do Edital e seus Anexos.;944.118,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;CCN/GCO 073/18;29/5/2020;360;041/18;041/18;EXTRATO DE ADITAMENTO;4/8/2020
SAÚDE;G. N. GERENCIAMENTO NACIONAL DE TRANSPORTES E SERV;71.632.160/0001-00;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE DE PESSOAS E CARGAS, COM FORNECIMENTO DE VEÍCULOS, COM COMBUSTÍVEL E MANUTENÇÃO, QUILOMETRAGEM LIVRE, COM MOTORISTA, PARA ATENDER AS NECESSIDADES DA COORDENADORIA REGIONAL DE SAÚDE NORTE;943.737,60;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;004-2020;1/4/2020;360;6018.2019/0072777-8;047/2019/CRSN;EXTRATO DE CONTRATO / NOTA DE EMPENHO;14/4/2020
AUTARQUIA HOSPITALAR MUNICIPAL;ASSISTHERM ASSISTÊNCIA TÉRMICA LTDA ? EPP;58.291.725/0001-66;CONTRATAÇÃO PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO CONTINUADA EM SISTEMA DE CALDEIRAS ELÉTRICAS E A GÁS, E AQUECEDORES (BOILERS), COM FORNECIMENTO DE MÃO DE OBRA PARA OPERAÇÃO E COM FORNECIMENTO DE PEÇAS, PARA ATENDIMENTO AS UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL.;936.912,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;036/2020;11/7/2020;;6110.2020/0005846-0;141/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;10/7/2020
SECRETARIA MUNICIPAL DAS SUBPREFEITURAS;CONSTRUTORA PROGREDIOR LTDA;56.838.949/0001-10;REGISTRO DE PREÇOS PARA A PRESTAÇÃO DE SERVIÇOS PARA A READEQUAÇÃO E MANUTENÇÃO DOS PASSEIOS PÚBLICOS ? ?CALÇADAS?;936.372,25;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;132/SMSUB/COGEL/2020;4/9/2020;15;6012.2019/0002667-0;23/SMSUB/COGEL/2019;EXTRATO DE ADITAMENTO;15/9/2020
SÃO PAULO TURISMO;ART'ESTRUTURAL ENGENHARIA E EVENTOS EIRELI EPP;08.623.577/0001-61;Contratação de Empresa especializada em estruturas, sob o regime de empreitada por preço unitário, para prestação de serviços de montagem de coberturas em Tendas 4,0 m X 4,0 m com e sem piso, compreendendo também os respectivos serviços de transporte, instalação e desmontagem para atendimento parcelado a diversos eventos por um período de 12 (doze) meses, prorrogáveis por iguais ou menores períodos, conforme bases, especificações e condições do Edital e seus Anexos.;936.000,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;076/18;10/6/2020;360;472/17;028/18;EXTRATO DE ADITAMENTO;29/8/2020
SAÚDE;D+ VET PRODUTOS E EQUIPAMENTOS VETERINARIOS LTDA;02.313.198/0001-99;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE VACINA CONTRA A RAIVA PARA CÃES E GATOS (ITENS 01 E 02);928.500,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;006/2020;1/4/2020;360;6018.2019/0073110-4;007/2020;EXTRATO DE ATA DE REGISTRO DE PREÇO;3/4/2020
SAÚDE;FUTURA COMÉRCIO DE PRODUTOS MÉDICOS E HOSPITALARES;08.231.734/0001-93;Registro de preços para o fornecimento de MEDICAMENTOS DIVERSOS VIII.;927.630,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;369/2020-SMS.G;15/9/2020;365;6018.2020/0040869-0;267/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;6/10/2020
AUTARQUIA HOSPITALAR MUNICIPAL;G4S INTERATIVA SERVICE LTDA;02.812.740/0003-10;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LIMPEZA TÉCNICA HOSPITALAR  DESINSETIZAÇÃO/DESRATIZAÇÃO/DESCUPINIZAÇÃO/JARDINAGEM E CONSERVAÇÃO DO JARDIM (ÁREA VERDE)  LIMPEZA DE CAIXAS D?ÁGUA E RESERVATÓRIOS, COM FORNECIMENTO DE MÃO DE OBRA, MATERIAIS DE CONSUMO, MÁQUINAS E EQUIPAMENTOS, NAS ÁREAS INTERNAS E EXTERNAS, DE UNIDADES PERTENCENTES À AUTARQUIA HOSPITALAR MUNICIPAL.;925.531,68;PREGÃO PRESENCIAL EXTRATO DE ADITAMENTO;026/2015;13/11/2020;60;2013-0.239.646-0;004/2014;EXTRATO DE ADITAMENTO;5/12/2020
SAÚDE;NEW CARE COMÉRCIO DE MATERIAIS CIRÚRGICOS E HOSPIT;07.707.978/0001-37;Registro de preços para o fornecimento de KIT CONTENÇÃO, FAIXA PARA TÓRAX, PUNHO E TORNOZELO.;924.408,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;506/2020-SMS.G;24/11/2020;365;6018.2020/0054171-4;363/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;8/12/2020
SAÚDE;PORTAL LTDA;05.005.873/0001-00;Registro de preços para o fornecimento de MEDICAMENTOS ESSENCIAIS XV.;923.583,34;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;063/2020-SMS.G;19/2/2020;365;6018.2019/0065991-8;017/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;4/3/2020
SUBPREFEITURA: SÉ;FLORESTANA PAISAGISMO CONSTRUÇÕES E SERVIÇOS LTDA;53.591.103/0001-30;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE PINTURA E RECUPERAÇÃO DE SUPERFÍCIES PICHADAS, COM FORNECIMENTO DE EQUIPAMENTO, MATERIAIS, INSUMOS E MÃO DE OBRA, PELO PERÍODO DE 12 MESES.;918.202,56;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;028/SP-SÉ/2018;4/11/2020;360;6056201700003633;024/PR-SÉ/17;EXTRATO DE ADITAMENTO;11/11/2020
SUBPREFEITURA: PARELHEIROS;PK9 TECNOLOGIA E SERVIOS EIRELI;11.139.665/0001-05;PRESTAÇÃO DE SERVIÇOS DE CONTROLE, OPERAÇÃO E FISCALIZAÇÃO DE PORTARIAS;915.000,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/SUB-PA/2020;30/9/2020;360;6047.2019/0000628-9;10/SUB-PA/2019;EXTRATO DE ADITAMENTO;9/10/2020
SAÚDE;SEMEAR DISTRIBUIDORA EIRELI - EPP;10.269.296/0001-02;Registro de preços para o fornecimento de MEDICAMENTOS CONTROLADOS E FITOTERÁPICO.;912.000,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;486/2020-SMS.G;19/11/2020;365;6018.2020/0060246-2;374/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;9/12/2020
EDUCAÇÃO;PREDILECTA ALIMENTOS LTDA;62.546.387/0001-33;Registro de preço para aquisição de Item A ? geleia ou doce cremoso de goiaba e Item B ? geleia ou doce cremoso de morango.;910.080,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;ATA 01/SME/CODAE/202;7/1/2020;360;6016.2018/0054972-9;26/SME/2019;EXTRATO DE ATA DE REGISTRO DE PREÇO;8/2/2020
CULTURA;COOPERTRANSROD - COOP. DE SERV. DE TRANS ROD;25.107.934/0001-58;Contratação de empresa, por meio de gerenciamento de transporte, para prestação de serviços de transporte de cargas, com motorista e combustível incluso, com pagamento por hora trabalhada sem cobrança fixa ambos para atendimento das necessidades da Secretaria Municipal de Cultura ? SMC.;909.924,96;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;031/SMC-G/2018;18/8/2020;360;6025.2018/0004292-5;46-SMC-G-2018;EXTRATO DE ADITAMENTO;9/9/2020
SAÚDE;BIOLAB SANUS FARMACÊUTICA LTDA.;49.475.833/0016-84;Registro de preços para o fornecimento de MEDICAMENTOS ESSENCIAIS III.;909.175,16;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;236/2020-SMS.G;7/7/2020;365;6018.2020/0013372-1;172/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;22/7/2020
TRIBUNAL DE CONTAS;CAST INFORMÁTICA S/A.;03.143.181/0001-01;Registro de Preços para a Contratação de Empresa Especializada visando à Prestação de Serviços de Tecnologia da Informação sob a forma de Unidade de Serviço Técnico (UST), com foco no Desenvolvimento de Sistemas.;904.128,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;007/2020;16/9/2020;360;TC/019558/2019;182020;EXTRATO DE ATA DE REGISTRO DE PREÇO;19/9/2020
SAÚDE;GEOLAB INDÚSTRIA FARMACÊUTICA S.A.;03.485.572/0001-04;Registro de preços para o fornecimento de MEDICAMENTOS.;901.980,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;039/2020-SMS.G;17/1/2020;360;6018.2019/0067533-6;334/2019-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;4/2/2020
EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;CAM TECNOLOGIA EIRELI;14.438.757/0001-76;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DA SOLUÇÃO VOIP OPEN SOURCE;900.000,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;CO-06.07/2020;10/6/2020;1080;04.002/20;04.002/20;EXTRATO DE CONTRATO / NOTA DE EMPENHO;24/7/2020
SUBPREFEITURA: ITAIM PAULISTA;Tobias & Figueiredo Construção Comercio e Serviços;68.382.498/0001-38;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE SERRALHERIA COM EQUIPAMENTOS, FERRAMENTAS, MATERIAL DE CONSUMO (ELETRODOS E COMBUSTIVEL), VEICULO, ATRAVES DE (UMA) EQUIPE, PELO PERIODO DE 12 (DOZE) MESES, PARA ATENDER AS NECESSIDADES DA SUBPREFEITURA ITAIM PAULISTA.;900.000,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;002/sub-it/2020;17/3/2020;360;6040.2019/0000611-6;002/SUB-IT/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;16/4/2020
SEGURANÇA URBANA;MR COMPUTER INFORMÁTICA LTDA;00.495.124/0001-95;Locação de Impressoras com fornecimento de insumos ? fornecimento de tonner/cartuchos, papel e demais componentes necessários à impressão;899.017,92;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;018/SMSU/2018;22/9/2020;360;6029.2018/0001050-2;055/SMSU/2018;EXTRATO DE ADITAMENTO;17/10/2020
EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL DESARMADA;897.941,40;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;CO/TA-09.01/2020;31/1/2020;360;11.001/18;11.001/18;EXTRATO DE ADITAMENTO;18/2/2020
